Orthogroup	uniProt.taxonomy_id_500485	53503-Pc.singCopy
OG0000959	Pc22g15140, Pc21g09750	53503-Pc.00g031090.m01.polypeptide.OG0006209
OG0000960	Pc22g01970, Pc22g17080	53503-Pc.00g036030.m01.polypeptide.OG0006233
OG0000961	Pc20g14670, Pc21g09480	53503-Pc.00g000530.m01.polypeptide.OG0006285
OG0000962	Pc20g14810, Pc21g17880	53503-Pc.00g000650.m01.polypeptide.OG0006287
OG0000963	Pc22g04620, Pc16g13080	53503-Pc.00g032570.m01.polypeptide.OG0006362
OG0000964	Pc12g12530, Pc20g09790	53503-Pc.00g051510.m01.polypeptide.OG0006369
OG0000965	Pc21g23710, Pc20g11850	53503-Pc.00g021030.m01.polypeptide.OG0006390
OG0000966	Pc20g02610, Pc18g04750	53503-Pc.00g027370.m01.polypeptide.OG0006427
OG0001127	Pc12g16550	53503-Pc.00g005580.m01.polypeptide.OG0001702
OG0001128	Pc12g16530	53503-Pc.00g005560.m01.polypeptide.OG0001704
OG0001129	Pc12g16520	53503-Pc.00g005550.m01.polypeptide.OG0001705
OG0001130	Pc12g16490	53503-Pc.00g005520.m01.polypeptide.OG0001706
OG0001131	Pc12g16470	53503-Pc.00g005510.m01.polypeptide.OG0001707
OG0001132	Pc12g16440	53503-Pc.00g005480.m01.polypeptide.OG0001708
OG0001133	Pc12g16420	53503-Pc.00g005470.m01.polypeptide.OG0001710
OG0001134	Pc12g16370	53503-Pc.00g005440.m01.polypeptide.OG0001712
OG0001135	Pc12g16360	53503-Pc.00g005430.m01.polypeptide.OG0001713
OG0001136	Pc12g16350	53503-Pc.00g005420.m01.polypeptide.OG0001714
OG0001137	Pc12g16330	53503-Pc.00g005410.m01.polypeptide.OG0001715
OG0001138	Pc12g16320	53503-Pc.00g005400.m01.polypeptide.OG0001716
OG0001139	Pc12g16310	53503-Pc.00g005390.m01.polypeptide.OG0001717
OG0001140	Pc12g16300	53503-Pc.00g005380.m01.polypeptide.OG0001718
OG0001141	Pc12g16290	53503-Pc.00g005370.m01.polypeptide.OG0001720
OG0001142	Pc12g16280	53503-Pc.00g005360.m01.polypeptide.OG0001721
OG0001143	Pc12g16270	53503-Pc.00g005350.m01.polypeptide.OG0001722
OG0001144	Pc12g16260	53503-Pc.00g005340.m01.polypeptide.OG0001723
OG0001145	Pc12g16250	53503-Pc.00g005330.m01.polypeptide.OG0001724
OG0001146	Pc12g16240	53503-Pc.00g005320.m01.polypeptide.OG0001725
OG0001147	Pc12g16210	53503-Pc.00g005290.m01.polypeptide.OG0001726
OG0001148	Pc12g16200	53503-Pc.00g005280.m01.polypeptide.OG0001727
OG0001149	Pc12g16180	53503-Pc.00g005260.m01.polypeptide.OG0001729
OG0001150	Pc12g16170	53503-Pc.00g005250.m01.polypeptide.OG0001730
OG0001151	Pc12g16150	53503-Pc.00g005230.m01.polypeptide.OG0001731
OG0001152	Pc12g16160	53503-Pc.00g005240.m01.polypeptide.OG0001732
OG0001153	Pc12g16100	53503-Pc.00g005200.m01.polypeptide.OG0001734
OG0001154	Pc12g16090	53503-Pc.00g005190.m01.polypeptide.OG0001735
OG0001155	Pc12g16080	53503-Pc.00g005180.m01.polypeptide.OG0001736
OG0001156	Pc12g16070	53503-Pc.00g005170.m01.polypeptide.OG0001737
OG0001157	Pc12g16060	53503-Pc.00g005160.m01.polypeptide.OG0001738
OG0001158	Pc12g16050	53503-Pc.00g005150.m01.polypeptide.OG0001739
OG0001159	Pc12g16040	53503-Pc.00g005140.m01.polypeptide.OG0001740
OG0001160	Pc12g16030	53503-Pc.00g005130.m01.polypeptide.OG0001741
OG0001161	Pc12g16000	53503-Pc.00g005100.m01.polypeptide.OG0001742
OG0001162	Pc12g15980	53503-Pc.00g005080.m01.polypeptide.OG0001744
OG0001163	Pc12g15970	53503-Pc.00g005070.m01.polypeptide.OG0001745
OG0001164	Pc12g15960	53503-Pc.00g005060.m01.polypeptide.OG0001746
OG0001165	Pc12g15940	53503-Pc.00g062290.m01.polypeptide.OG0001748
OG0001166	Pc12g15930	53503-Pc.00g062280.m01.polypeptide.OG0001749
OG0001167	Pc12g15890	53503-Pc.00g062250.m01.polypeptide.OG0001751
OG0001168	Pc12g15820	53503-Pc.00g062200.m01.polypeptide.OG0001752
OG0001169	Pc12g15830	53503-Pc.00g062210.m01.polypeptide.OG0001753
OG0001170	Pc12g15850	53503-Pc.00g062230.m01.polypeptide.OG0001755
OG0001171	Pc12g15790	53503-Pc.00g067320.m01.polypeptide.OG0001756
OG0001172	Pc12g15780	53503-Pc.00g067330.m01.polypeptide.OG0001757
OG0001173	Pc12g15750	53503-Pc.00g067350.m01.polypeptide.OG0001758
OG0001174	Pc12g15740	53503-Pc.00g067360.m01.polypeptide.OG0001759
OG0001175	Pc12g15720	53503-Pc.00g067380.m01.polypeptide.OG0001761
OG0001176	Pc12g15670	53503-Pc.00g067420.m01.polypeptide.OG0001763
OG0001177	Pc12g15650	53503-Pc.00g086020.m01.polypeptide.OG0001764
OG0001178	Pc12g15640	53503-Pc.00g086030.m01.polypeptide.OG0001765
OG0001179	Pc12g15620	53503-Pc.00g086050.m01.polypeptide.OG0001766
OG0001180	Pc12g15610	53503-Pc.00g086060.m01.polypeptide.OG0001767
OG0001181	Pc12g15600	53503-Pc.00g086070.m01.polypeptide.OG0001768
OG0001182	Pc12g15540	53503-Pc.00g092140.m01.polypeptide.OG0001769
OG0001183	Pc12g15550	53503-Pc.00g092130.m01.polypeptide.OG0001770
OG0001184	Pc12g15520	53503-Pc.00g092150.m01.polypeptide.OG0001771
OG0001185	Pc12g15500	53503-Pc.00g046300.m01.polypeptide.OG0001773
OG0001186	Pc12g15490	53503-Pc.00g046310.m01.polypeptide.OG0001774
OG0001187	Pc12g15440	53503-Pc.00g046360.m01.polypeptide.OG0001775
OG0001188	Pc12g15430	53503-Pc.00g046370.m01.polypeptide.OG0001776
OG0001189	Pc12g15420	53503-Pc.00g046380.m01.polypeptide.OG0001777
OG0001190	Pc13g10790	53503-Pc.00g003160.m01.polypeptide.OG0001778
OG0001191	Pc13g10780	53503-Pc.00g003170.m01.polypeptide.OG0001779
OG0001192	Pc13g10770	53503-Pc.00g003180.m01.polypeptide.OG0001780
OG0001193	Pc13g10760	53503-Pc.00g003190.m01.polypeptide.OG0001781
OG0001194	Pc13g10750	53503-Pc.00g003200.m01.polypeptide.OG0001782
OG0001195	Pc13g10740	53503-Pc.00g003210.m01.polypeptide.OG0001783
OG0001196	Pc13g10710	53503-Pc.00g003240.m01.polypeptide.OG0001784
OG0001197	Pc13g10690	53503-Pc.00g003260.m01.polypeptide.OG0001785
OG0001198	Pc13g10670	53503-Pc.00g003270.m01.polypeptide.OG0001786
OG0001199	Pc13g10650	53503-Pc.00g003290.m01.polypeptide.OG0001788
OG0001200	Pc13g10610	53503-Pc.00g003330.m01.polypeptide.OG0001791
OG0001201	Pc13g10590	53503-Pc.00g003350.m01.polypeptide.OG0001794
OG0001202	Pc13g10550	53503-Pc.00g003380.m01.polypeptide.OG0001795
OG0001203	Pc13g10540	53503-Pc.00g003390.m01.polypeptide.OG0001796
OG0001204	Pc13g10490	53503-Pc.00g003440.m01.polypeptide.OG0001799
OG0001205	Pc13g10480	53503-Pc.00g003450.m01.polypeptide.OG0001800
OG0001206	Pc13g10450	53503-Pc.00g003460.m01.polypeptide.OG0001801
OG0001207	Pc13g10400	53503-Pc.00g003500.m01.polypeptide.OG0001803
OG0001208	Pc13g10380	53503-Pc.00g003520.m01.polypeptide.OG0001804
OG0001209	Pc13g10360	53503-Pc.00g003540.m01.polypeptide.OG0001805
OG0001210	Pc13g10330	53503-Pc.00g003550.m01.polypeptide.OG0001806
OG0001211	Pc13g10290	53503-Pc.00g003590.m01.polypeptide.OG0001808
OG0001212	Pc13g10280	53503-Pc.00g003600.m01.polypeptide.OG0001809
OG0001213	Pc13g10270	53503-Pc.00g003610.m01.polypeptide.OG0001810
OG0001214	Pc13g10240	53503-Pc.00g003640.m01.polypeptide.OG0001811
OG0001215	Pc13g10230	53503-Pc.00g003650.m01.polypeptide.OG0001812
OG0001216	Pc13g10210	53503-Pc.00g003660.m01.polypeptide.OG0001813
OG0001217	Pc13g10170	53503-Pc.00g003690.m01.polypeptide.OG0001814
OG0001218	Pc13g10160	53503-Pc.00g003700.m01.polypeptide.OG0001815
OG0001219	Pc13g10150	53503-Pc.00g003710.m01.polypeptide.OG0001816
OG0001220	Pc13g10140	53503-Pc.00g003720.m01.polypeptide.OG0001817
OG0001221	Pc13g10100	53503-Pc.00g064980.m01.polypeptide.OG0001818
OG0001222	Pc13g10070	53503-Pc.00g065010.m01.polypeptide.OG0001820
OG0001223	Pc13g10060	53503-Pc.00g065020.m01.polypeptide.OG0001821
OG0001224	Pc13g10050	53503-Pc.00g065030.m01.polypeptide.OG0001822
OG0001225	Pc13g10000	53503-Pc.00g065060.m01.polypeptide.OG0001824
OG0001226	Pc13g09980	53503-Pc.00g065070.m01.polypeptide.OG0001825
OG0001227	Pc13g09970	53503-Pc.00g065080.m01.polypeptide.OG0001826
OG0001228	Pc13g09960	53503-Pc.00g065090.m01.polypeptide.OG0001827
OG0001229	Pc13g09950	53503-Pc.00g065100.m01.polypeptide.OG0001828
OG0001230	Pc13g09940	53503-Pc.00g086240.m01.polypeptide.OG0001829
OG0001231	Pc13g09930	53503-Pc.00g086250.m01.polypeptide.OG0001830
OG0001232	Pc13g09920	53503-Pc.00g086260.m01.polypeptide.OG0001831
OG0001233	Pc13g09910	53503-Pc.00g086270.m01.polypeptide.OG0001832
OG0001234	Pc13g09830	53503-Pc.00g018290.m01.polypeptide.OG0001833
OG0001235	Pc13g09800	53503-Pc.00g018310.m01.polypeptide.OG0001834
OG0001236	Pc13g09790	53503-Pc.00g018320.m01.polypeptide.OG0001835
OG0001237	Pc13g09720	53503-Pc.00g018390.m01.polypeptide.OG0001837
OG0001238	Pc13g09650	53503-Pc.00g018450.m01.polypeptide.OG0001840
OG0001239	Pc13g09640	53503-Pc.00g018460.m01.polypeptide.OG0001841
OG0001240	Pc13g09630	53503-Pc.00g018470.m01.polypeptide.OG0001842
OG0001241	Pc13g09610	53503-Pc.00g018490.m01.polypeptide.OG0001843
OG0001242	Pc13g09580	53503-Pc.00g018500.m01.polypeptide.OG0001844
OG0001243	Pc13g09570	53503-Pc.00g018510.m01.polypeptide.OG0001845
OG0001244	Pc13g09560	53503-Pc.00g018520.m01.polypeptide.OG0001846
OG0001245	Pc13g09550	53503-Pc.00g018530.m01.polypeptide.OG0001847
OG0001246	Pc13g09540	53503-Pc.00g018540.m01.polypeptide.OG0001848
OG0001247	Pc16g08530	53503-Pc.00g023520.m01.polypeptide.OG0001850
OG0001248	Pc16g08500	53503-Pc.00g023480.m01.polypeptide.OG0001853
OG0001249	Pc16g08470	53503-Pc.00g023450.m01.polypeptide.OG0001854
OG0001250	Pc16g09150	53503-Pc.00g069000.m01.polypeptide.OG0001855
OG0001251	Pc16g09170	53503-Pc.00g069010.m01.polypeptide.OG0001856
OG0001252	Pc16g09180	53503-Pc.00g069020.m01.polypeptide.OG0001857
OG0001253	Pc16g09190	53503-Pc.00g069030.m01.polypeptide.OG0001858
OG0001254	Pc16g09200	53503-Pc.00g069040.m01.polypeptide.OG0001859
OG0001255	Pc16g09210	53503-Pc.00g069050.m01.polypeptide.OG0001860
OG0001256	Pc16g09250	53503-Pc.00g069100.m01.polypeptide.OG0001861
OG0001257	Pc16g09260	53503-Pc.00g069110.m01.polypeptide.OG0001862
OG0001258	Pc22g00340	53503-Pc.00g069120.m01.polypeptide.OG0001863
OG0001259	Pc16g09290	53503-Pc.00g069140.m01.polypeptide.OG0001864
OG0001260	Pc16g09320	53503-Pc.00g071990.m01.polypeptide.OG0001865
OG0001261	Pc16g09330	53503-Pc.00g071980.m01.polypeptide.OG0001866
OG0001262	Pc16g09560	53503-Pc.00g067860.m01.polypeptide.OG0001869
OG0001263	Pc16g09610	53503-Pc.00g067820.m01.polypeptide.OG0001870
OG0001264	Pc16g09620	53503-Pc.00g067810.m01.polypeptide.OG0001871
OG0001265	Pc22g18200	53503-Pc.00g070190.m01.polypeptide.OG0001872
OG0001266	Pc22g18110	53503-Pc.00g015880.m01.polypeptide.OG0001874
OG0001267	Pc22g18050	53503-Pc.00g015910.m01.polypeptide.OG0001875
OG0001268	Pc22g18030	53503-Pc.00g015920.m01.polypeptide.OG0001876
OG0001269	Pc22g18020	53503-Pc.00g015930.m01.polypeptide.OG0001877
OG0001270	Pc22g17960	53503-Pc.00g015980.m01.polypeptide.OG0001878
OG0001271	Pc22g17880	53503-Pc.00g007060.m01.polypeptide.OG0001881
OG0001272	Pc22g17900	53503-Pc.00g007040.m01.polypeptide.OG0001882
OG0001273	Pc22g17870	53503-Pc.00g007070.m01.polypeptide.OG0001883
OG0001274	Pc22g17830	53503-Pc.00g007080.m01.polypeptide.OG0001884
OG0001275	Pc22g17810	53503-Pc.00g007100.m01.polypeptide.OG0001885
OG0001276	Pc22g17800	53503-Pc.00g007110.m01.polypeptide.OG0001886
OG0001277	Pc22g17790	53503-Pc.00g007120.m01.polypeptide.OG0001887
OG0001278	Pc22g17780	53503-Pc.00g007130.m01.polypeptide.OG0001888
OG0001279	Pc22g17750	53503-Pc.00g007150.m01.polypeptide.OG0001890
OG0001280	Pc22g17720	53503-Pc.00g007170.m01.polypeptide.OG0001891
OG0001281	Pc22g17470	53503-Pc.00g007330.m01.polypeptide.OG0001895
OG0001282	Pc22g17480	53503-Pc.00g007320.m01.polypeptide.OG0001896
OG0001283	Pc22g17490	53503-Pc.00g007310.m01.polypeptide.OG0001897
OG0001284	Pc22g17550	53503-Pc.00g007290.m01.polypeptide.OG0001898
OG0001285	Pc22g17610	53503-Pc.00g007270.m01.polypeptide.OG0001899
OG0001286	Pc22g17330	53503-Pc.00g007470.m01.polypeptide.OG0001901
OG0001287	Pc22g17310	53503-Pc.00g007480.m01.polypeptide.OG0001902
OG0001288	Pc22g17300	53503-Pc.00g007490.m01.polypeptide.OG0001903
OG0001289	Pc22g17290	53503-Pc.00g096450.m01.polypeptide.OG0001904
OG0001290	Pc22g17270	53503-Pc.00g096430.m01.polypeptide.OG0001905
OG0001291	Pc22g24460	53503-Pc.00g028140.m01.polypeptide.OG0001909
OG0001292	Pc22g24400	53503-Pc.00g028200.m01.polypeptide.OG0001910
OG0001293	Pc22g24420	53503-Pc.00g028180.m01.polypeptide.OG0001911
OG0001294	Pc22g24440	53503-Pc.00g028160.m01.polypeptide.OG0001912
OG0001295	Pc22g24390	53503-Pc.00g028210.m01.polypeptide.OG0001914
OG0001296	Pc22g24370	53503-Pc.00g028230.m01.polypeptide.OG0001916
OG0001297	Pc22g24360	53503-Pc.00g028240.m01.polypeptide.OG0001917
OG0001298	Pc22g24350	53503-Pc.00g028250.m01.polypeptide.OG0001918
OG0001299	Pc22g23390	53503-Pc.00g008090.m01.polypeptide.OG0001921
OG0001300	Pc22g23440	53503-Pc.00g049570.m01.polypeptide.OG0001923
OG0001301	Pc22g23450	53503-Pc.00g049560.m01.polypeptide.OG0001924
OG0001302	Pc22g23470	53503-Pc.00g049540.m01.polypeptide.OG0001926
OG0001303	Pc22g23480	53503-Pc.00g049530.m01.polypeptide.OG0001927
OG0001304	Pc22g23490	53503-Pc.00g049520.m01.polypeptide.OG0001928
OG0001305	Pc22g23550	53503-Pc.00g049470.m01.polypeptide.OG0001929
OG0001306	Pc22g23560	53503-Pc.00g049460.m01.polypeptide.OG0001930
OG0001307	Pc22g23570	53503-Pc.00g049450.m01.polypeptide.OG0001931
OG0001308	Pc22g23600	53503-Pc.00g049430.m01.polypeptide.OG0001932
OG0001309	Pc22g23620	53503-Pc.00g049410.m01.polypeptide.OG0001933
OG0001310	Pc22g23660	53503-Pc.00g049380.m01.polypeptide.OG0001934
OG0001311	Pc22g23770	53503-Pc.00g064430.m01.polypeptide.OG0001937
OG0001312	Pc22g23780	53503-Pc.00g064420.m01.polypeptide.OG0001938
OG0001313	Pc22g23790	53503-Pc.00g064410.m01.polypeptide.OG0001939
OG0001314	Pc22g23800	53503-Pc.00g064400.m01.polypeptide.OG0001940
OG0001315	Pc22g23840	53503-Pc.00g064360.m01.polypeptide.OG0001942
OG0001316	Pc22g23860	53503-Pc.00g064350.m01.polypeptide.OG0001943
OG0001317	Pc22g23880	53503-Pc.00g050710.m01.polypeptide.OG0001944
OG0001318	Pc22g23940	53503-Pc.00g050680.m01.polypeptide.OG0001945
OG0001319	Pc22g23950	53503-Pc.00g050670.m01.polypeptide.OG0001946
OG0001320	Pc22g23980	53503-Pc.00g050640.m01.polypeptide.OG0001948
OG0001321	Pc22g23990	53503-Pc.00g050630.m01.polypeptide.OG0001949
OG0001322	Pc22g24020	53503-Pc.00g050600.m01.polypeptide.OG0001951
OG0001323	Pc13g02670	53503-Pc.00g098530.m01.polypeptide.OG0001953
OG0001324	Pc13g02710	53503-Pc.00g084470.m01.polypeptide.OG0001956
OG0001325	Pc13g02720	53503-Pc.00g084460.m01.polypeptide.OG0001957
OG0001326	Pc13g02730	53503-Pc.00g084450.m01.polypeptide.OG0001958
OG0001327	Pc13g02740	53503-Pc.00g084440.m01.polypeptide.OG0001959
OG0001328	Pc13g02750	53503-Pc.00g084430.m01.polypeptide.OG0001960
OG0001329	Pc13g02760	53503-Pc.00g084420.m01.polypeptide.OG0001961
OG0001330	Pc13g02790	53503-Pc.00g084390.m01.polypeptide.OG0001963
OG0001331	Pc13g02820	53503-Pc.00g061800.m01.polypeptide.OG0001964
OG0001332	Pc13g02860	53503-Pc.00g061840.m01.polypeptide.OG0001966
OG0001333	Pc13g02880	53503-Pc.00g061850.m01.polypeptide.OG0001967
OG0001334	Pc13g02890	53503-Pc.00g061860.m01.polypeptide.OG0001968
OG0001335	Pc13g02920	53503-Pc.00g061880.m01.polypeptide.OG0001969
OG0001336	Pc13g02960	53503-Pc.00g061920.m01.polypeptide.OG0001971
OG0001337	Pc13g02970	53503-Pc.00g061930.m01.polypeptide.OG0001972
OG0001338	Pc13g02980	53503-Pc.00g061940.m01.polypeptide.OG0001973
OG0001339	Pc13g03000	53503-Pc.00g061960.m01.polypeptide.OG0001975
OG0001340	Pc13g03050	53503-Pc.00g056200.m01.polypeptide.OG0001977
OG0001341	Pc13g03060	53503-Pc.00g056190.m01.polypeptide.OG0001978
OG0001342	Pc13g03140	53503-Pc.00g056130.m01.polypeptide.OG0001979
OG0001343	Pc14g02020	53503-Pc.00g056100.m01.polypeptide.OG0001980
OG0001344	Pc14g02010	53503-Pc.00g056090.m01.polypeptide.OG0001981
OG0001345	Pc14g02000	53503-Pc.00g056080.m01.polypeptide.OG0001982
OG0001346	Pc14g01970	53503-Pc.00g056050.m01.polypeptide.OG0001983
OG0001347	Pc14g01810	53503-Pc.00g046750.m01.polypeptide.OG0001984
OG0001348	Pc14g01820	53503-Pc.00g046740.m01.polypeptide.OG0001985
OG0001349	Pc20g08280	53503-Pc.00g046710.m01.polypeptide.OG0001986
OG0001350	Pc14g01900	53503-Pc.00g089480.m01.polypeptide.OG0001989
OG0001351	Pc14g01910	53503-Pc.00g089470.m01.polypeptide.OG0001990
OG0001352	Pc14g01940	53503-Pc.00g089450.m01.polypeptide.OG0001992
OG0001353	Pc14g01950	53503-Pc.00g056030.m01.polypeptide.OG0001993
OG0001354	Pc14g01960	53503-Pc.00g056040.m01.polypeptide.OG0001994
OG0001355	Pc14g01730	53503-Pc.00g046810.m01.polypeptide.OG0001995
OG0001356	Pc14g01680	53503-Pc.00g046850.m01.polypeptide.OG0001997
OG0001357	Pc14g01650	53503-Pc.00g046870.m01.polypeptide.OG0001999
OG0001358	Pc14g01640	53503-Pc.00g046880.m01.polypeptide.OG0002000
OG0001359	Pc14g01610	53503-Pc.00g046900.m01.polypeptide.OG0002001
OG0001360	Pc14g01540	53503-Pc.00g033070.m01.polypeptide.OG0002002
OG0001361	Pc14g01470	53503-Pc.00g033020.m01.polypeptide.OG0002003
OG0001362	Pc14g01460	53503-Pc.00g033010.m01.polypeptide.OG0002004
OG0001363	Pc14g01450	53503-Pc.00g033000.m01.polypeptide.OG0002005
OG0001364	Pc14g01430	53503-Pc.00g032980.m01.polypeptide.OG0002007
OG0001365	Pc14g01380	53503-Pc.00g032960.m01.polypeptide.OG0002008
OG0001366	Pc14g01350	53503-Pc.00g032930.m01.polypeptide.OG0002009
OG0001367	Pc14g01330	53503-Pc.00g032920.m01.polypeptide.OG0002010
OG0001368	Pc14g01320	53503-Pc.00g032910.m01.polypeptide.OG0002011
OG0001369	Pc14g01300	53503-Pc.00g032890.m01.polypeptide.OG0002012
OG0001370	Pc21g18980	53503-Pc.00g072260.m01.polypeptide.OG0002013
OG0001371	Pc21g18970	53503-Pc.00g072270.m01.polypeptide.OG0002014
OG0001372	Pc21g18950	53503-Pc.00g100970.m01.polypeptide.OG0002015
OG0001373	Pc21g01410	53503-Pc.00g091230.m01.polypeptide.OG0002017
OG0001374	Pc21g01420	53503-Pc.00g091220.m01.polypeptide.OG0002018
OG0001375	Pc21g01450	53503-Pc.00g084930.m01.polypeptide.OG0002021
OG0001376	Pc21g01460	53503-Pc.00g084920.m01.polypeptide.OG0002022
OG0001377	Pc21g01470	53503-Pc.00g084910.m01.polypeptide.OG0002023
OG0001378	Pc21g01480	53503-Pc.00g092480.m01.polypeptide.OG0002024
OG0001379	Pc21g01490	53503-Pc.00g092470.m01.polypeptide.OG0002025
OG0001380	Pc21g01510	53503-Pc.00g092450.m01.polypeptide.OG0002026
OG0001381	Pc21g01540	53503-Pc.00g092430.m01.polypeptide.OG0002028
OG0001382	Pc21g01750	53503-Pc.00g072860.m01.polypeptide.OG0002030
OG0001383	Pc21g01760	53503-Pc.00g072850.m01.polypeptide.OG0002031
OG0001384	Pc21g01770	53503-Pc.00g072840.m01.polypeptide.OG0002032
OG0001385	Pc12g10530	53503-Pc.00g081040.m01.polypeptide.OG0002035
OG0001386	Pc12g10980	53503-Pc.00g087890.m01.polypeptide.OG0002036
OG0001387	Pc12g10970	53503-Pc.00g098910.m01.polypeptide.OG0002037
OG0001388	Pc12g10950	53503-Pc.00g098900.m01.polypeptide.OG0002038
OG0001389	Pc12g10940	53503-Pc.00g028740.m01.polypeptide.OG0002039
OG0001390	Pc12g10930	53503-Pc.00g028730.m01.polypeptide.OG0002040
OG0001391	Pc12g10920	53503-Pc.00g028720.m01.polypeptide.OG0002041
OG0001392	Pc13g03780	53503-Pc.00g069980.m01.polypeptide.OG0002042
OG0001393	Pc13g03770	53503-Pc.00g069990.m01.polypeptide.OG0002043
OG0001394	Pc21g04330	53503-Pc.00g001030.m01.polypeptide.OG0002044
OG0001395	Pc21g04340	53503-Pc.00g001020.m01.polypeptide.OG0002045
OG0001396	Pc21g04390	53503-Pc.00g001000.m01.polypeptide.OG0002047
OG0001397	Pc21g04430	53503-Pc.00g000960.m01.polypeptide.OG0002050
OG0001398	Pc21g04460	53503-Pc.00g000940.m01.polypeptide.OG0002051
OG0001399	Pc21g04470	53503-Pc.00g000930.m01.polypeptide.OG0002052
OG0001400	Pc21g04480	53503-Pc.00g000920.m01.polypeptide.OG0002053
OG0001401	Pc21g04490	53503-Pc.00g000910.m01.polypeptide.OG0002054
OG0001402	Pc21g04510	53503-Pc.00g000890.m01.polypeptide.OG0002055
OG0001403	Pc21g04520	53503-Pc.00g000880.m01.polypeptide.OG0002056
OG0001404	Pc21g04530	53503-Pc.00g000870.m01.polypeptide.OG0002057
OG0001405	Pc21g04540	53503-Pc.00g000860.m01.polypeptide.OG0002058
OG0001406	Pc21g04550	53503-Pc.00g000850.m01.polypeptide.OG0002059
OG0001407	Pc21g04590	53503-Pc.00g075110.m01.polypeptide.OG0002061
OG0001408	Pc21g04600	53503-Pc.00g075120.m01.polypeptide.OG0002062
OG0001409	Pc21g04650	53503-Pc.00g075150.m01.polypeptide.OG0002063
OG0001410	Pc21g04660	53503-Pc.00g075160.m01.polypeptide.OG0002064
OG0001411	Pc21g04670	53503-Pc.00g075170.m01.polypeptide.OG0002065
OG0001412	Pc20g15670	53503-Pc.00g052200.m01.polypeptide.OG0002067
OG0001413	Pc20g15520	53503-Pc.00g052090.m01.polypeptide.OG0002069
OG0001414	Pc22g18960	53503-Pc.00g040240.m01.polypeptide.OG0002070
OG0001415	Pc22g18970	53503-Pc.00g040230.m01.polypeptide.OG0002071
OG0001416	Pc22g18980	53503-Pc.00g028100.m01.polypeptide.OG0002072
OG0001417	Pc22g18990	53503-Pc.00g028090.m01.polypeptide.OG0002073
OG0001418	Pc22g19000	53503-Pc.00g028080.m01.polypeptide.OG0002074
OG0001419	Pc22g19040	53503-Pc.00g028040.m01.polypeptide.OG0002076
OG0001420	Pc22g19050	53503-Pc.00g028030.m01.polypeptide.OG0002077
OG0001421	Pc22g19080	53503-Pc.00g028000.m01.polypeptide.OG0002079
OG0001422	Pc22g19100	53503-Pc.00g027980.m01.polypeptide.OG0002080
OG0001423	Pc22g19160	53503-Pc.00g027930.m01.polypeptide.OG0002082
OG0001424	Pc22g19190	53503-Pc.00g027910.m01.polypeptide.OG0002083
OG0001425	Pc22g19200	53503-Pc.00g027900.m01.polypeptide.OG0002084
OG0001426	Pc22g19360	53503-Pc.00g027780.m01.polypeptide.OG0002086
OG0001427	Pc22g19380	53503-Pc.00g027760.m01.polypeptide.OG0002088
OG0001428	Pc22g19390	53503-Pc.00g027750.m01.polypeptide.OG0002089
OG0001429	Pc22g19410	53503-Pc.00g027730.m01.polypeptide.OG0002091
OG0001430	Pc22g19420	53503-Pc.00g027720.m01.polypeptide.OG0002092
OG0001431	Pc22g19450	53503-Pc.00g029780.m01.polypeptide.OG0002093
OG0001432	Pc22g19470	53503-Pc.00g029790.m01.polypeptide.OG0002095
OG0001433	Pc22g19820	53503-Pc.00g030070.m01.polypeptide.OG0002097
OG0001434	Pc22g19830	53503-Pc.00g030080.m01.polypeptide.OG0002098
OG0001435	Pc22g19790	53503-Pc.00g030050.m01.polypeptide.OG0002099
OG0001436	Pc21g07500	53503-Pc.00g026690.m01.polypeptide.OG0002100
OG0001437	Pc18g03490	53503-Pc.00g066060.m01.polypeptide.OG0002102
OG0001438	Pc18g03500	53503-Pc.00g066070.m01.polypeptide.OG0002103
OG0001439	Pc20g03890	53503-Pc.00g070350.m01.polypeptide.OG0002105
OG0001440	Pc18g03580	53503-Pc.00g070360.m01.polypeptide.OG0002106
OG0001441	Pc18g03590	53503-Pc.00g070370.m01.polypeptide.OG0002107
OG0001442	Pc18g03600	53503-Pc.00g070380.m01.polypeptide.OG0002108
OG0001443	Pc18g03630	53503-Pc.00g070410.m01.polypeptide.OG0002109
OG0001444	Pc18g03640	53503-Pc.00g070420.m01.polypeptide.OG0002110
OG0001445	Pc18g03680	53503-Pc.00g070460.m01.polypeptide.OG0002112
OG0001446	Pc18g03740	53503-Pc.00g073860.m01.polypeptide.OG0002113
OG0001447	Pc18g04570	53503-Pc.00g077930.m01.polypeptide.OG0002116
OG0001448	Pc18g04560	53503-Pc.00g077940.m01.polypeptide.OG0002117
OG0001449	Pc18g04550	53503-Pc.00g077950.m01.polypeptide.OG0002118
OG0001450	Pc18g04540	53503-Pc.00g077960.m01.polypeptide.OG0002119
OG0001451	Pc18g04510	53503-Pc.00g059200.m01.polypeptide.OG0002120
OG0001452	Pc18g04500	53503-Pc.00g059210.m01.polypeptide.OG0002121
OG0001453	Pc18g04490	53503-Pc.00g059220.m01.polypeptide.OG0002122
OG0001454	Pc18g04450	53503-Pc.00g059240.m01.polypeptide.OG0002124
OG0001455	Pc18g04440	53503-Pc.00g059260.m01.polypeptide.OG0002125
OG0001456	Pc18g04340	53503-Pc.00g059290.m01.polypeptide.OG0002127
OG0001457	Pc18g05500	53503-Pc.00g032310.m01.polypeptide.OG0002128
