Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000015	uniProt.taxonomy_id_500485	n9	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g15950	uniProt_taxonomy_id_500485_Pc21g09400, uniProt_taxonomy_id_500485_Pc14g02090, uniProt_taxonomy_id_500485_Pc12g00380, uniProt_taxonomy_id_500485_Pc14g00960, uniProt_taxonomy_id_500485_Pc22g16590, uniProt_taxonomy_id_500485_Pc20g13590, uniProt_taxonomy_id_500485_Pc20g06240, uniProt_taxonomy_id_500485_Pc22g17220, uniProt_taxonomy_id_500485_Pc12g14670, uniProt_taxonomy_id_500485_Pc12g07090, uniProt_taxonomy_id_500485_Pc21g18790, uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210, uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n10	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g09400, uniProt_taxonomy_id_500485_Pc14g02090	uniProt_taxonomy_id_500485_Pc12g00380, uniProt_taxonomy_id_500485_Pc14g00960, uniProt_taxonomy_id_500485_Pc22g16590, uniProt_taxonomy_id_500485_Pc20g13590, uniProt_taxonomy_id_500485_Pc20g06240, uniProt_taxonomy_id_500485_Pc22g17220, uniProt_taxonomy_id_500485_Pc12g14670, uniProt_taxonomy_id_500485_Pc12g07090, uniProt_taxonomy_id_500485_Pc21g18790, uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210, uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n11	1.0	Terminal	uniProt_taxonomy_id_500485_Pc21g09400	uniProt_taxonomy_id_500485_Pc14g02090
OG0000015	uniProt.taxonomy_id_500485	n12	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g00380, uniProt_taxonomy_id_500485_Pc14g00960, uniProt_taxonomy_id_500485_Pc22g16590	uniProt_taxonomy_id_500485_Pc20g13590, uniProt_taxonomy_id_500485_Pc20g06240, uniProt_taxonomy_id_500485_Pc22g17220, uniProt_taxonomy_id_500485_Pc12g14670, uniProt_taxonomy_id_500485_Pc12g07090, uniProt_taxonomy_id_500485_Pc21g18790, uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210, uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n13	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g00380, uniProt_taxonomy_id_500485_Pc14g00960	uniProt_taxonomy_id_500485_Pc22g16590
OG0000015	uniProt.taxonomy_id_500485	n14	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g00380	uniProt_taxonomy_id_500485_Pc14g00960
OG0000015	uniProt.taxonomy_id_500485	n15	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g13590, uniProt_taxonomy_id_500485_Pc20g06240, uniProt_taxonomy_id_500485_Pc22g17220, uniProt_taxonomy_id_500485_Pc12g14670	uniProt_taxonomy_id_500485_Pc12g07090, uniProt_taxonomy_id_500485_Pc21g18790, uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210, uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n16	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g13590, uniProt_taxonomy_id_500485_Pc20g06240	uniProt_taxonomy_id_500485_Pc22g17220, uniProt_taxonomy_id_500485_Pc12g14670
OG0000015	uniProt.taxonomy_id_500485	n17	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g13590	uniProt_taxonomy_id_500485_Pc20g06240
OG0000015	uniProt.taxonomy_id_500485	n18	1.0	Terminal	uniProt_taxonomy_id_500485_Pc22g17220	uniProt_taxonomy_id_500485_Pc12g14670
OG0000015	uniProt.taxonomy_id_500485	n19	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g07090, uniProt_taxonomy_id_500485_Pc21g18790	uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210, uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n20	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g07090	uniProt_taxonomy_id_500485_Pc21g18790
OG0000015	uniProt.taxonomy_id_500485	n21	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060, uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210	uniProt_taxonomy_id_500485_Pc13g12800
OG0000015	uniProt.taxonomy_id_500485	n22	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02240, uniProt_taxonomy_id_500485_Pc21g14060	uniProt_taxonomy_id_500485_Pc20g11180, uniProt_taxonomy_id_500485_Pc16g02210
OG0000015	uniProt.taxonomy_id_500485	n23	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g02240	uniProt_taxonomy_id_500485_Pc21g14060
OG0000015	uniProt.taxonomy_id_500485	n24	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g11180	uniProt_taxonomy_id_500485_Pc16g02210
OG0000016	N0	n0	1.0	Non-Terminal	53503-Pc_singCopy_53503-Pc.00g031060.m01.polypeptide.OG0006208, uniProt_taxonomy_id_500485_Pc22g15100	53503-Pc_singCopy_53503-Pc.00g016710.m01.polypeptide.OG0004988, uniProt_taxonomy_id_500485_Pc13g03300, uniProt_taxonomy_id_500485_Pc22g02240, uniProt_taxonomy_id_500485_Pc21g14020, uniProt_taxonomy_id_500485_Pc22g16190, uniProt_taxonomy_id_500485_PCH_Pc13g13710, uniProt_taxonomy_id_500485_Pc22g17140, uniProt_taxonomy_id_500485_Pc13g05180, uniProt_taxonomy_id_500485_Pc12g02500, uniProt_taxonomy_id_500485_Pc13g03760, uniProt_taxonomy_id_500485_PCH_Pc20g00360, uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940, uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640, uniProt_taxonomy_id_500485_Pc12g08690, uniProt_taxonomy_id_500485_Pc16g06890, uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n3	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03300, uniProt_taxonomy_id_500485_Pc22g02240, uniProt_taxonomy_id_500485_Pc21g14020, uniProt_taxonomy_id_500485_Pc22g16190	uniProt_taxonomy_id_500485_PCH_Pc13g13710, uniProt_taxonomy_id_500485_Pc22g17140, uniProt_taxonomy_id_500485_Pc13g05180, uniProt_taxonomy_id_500485_Pc12g02500, uniProt_taxonomy_id_500485_Pc13g03760, uniProt_taxonomy_id_500485_PCH_Pc20g00360, uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940, uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640, uniProt_taxonomy_id_500485_Pc12g08690, uniProt_taxonomy_id_500485_Pc16g06890, uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n4	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03300, uniProt_taxonomy_id_500485_Pc22g02240, uniProt_taxonomy_id_500485_Pc21g14020	uniProt_taxonomy_id_500485_Pc22g16190
OG0000016	uniProt.taxonomy_id_500485	n5	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03300, uniProt_taxonomy_id_500485_Pc22g02240	uniProt_taxonomy_id_500485_Pc21g14020
OG0000016	uniProt.taxonomy_id_500485	n6	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03300	uniProt_taxonomy_id_500485_Pc22g02240
OG0000016	uniProt.taxonomy_id_500485	n7	1.0	Terminal	uniProt_taxonomy_id_500485_PCH_Pc13g13710, uniProt_taxonomy_id_500485_Pc22g17140, uniProt_taxonomy_id_500485_Pc13g05180, uniProt_taxonomy_id_500485_Pc12g02500	uniProt_taxonomy_id_500485_Pc13g03760, uniProt_taxonomy_id_500485_PCH_Pc20g00360, uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940, uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640, uniProt_taxonomy_id_500485_Pc12g08690, uniProt_taxonomy_id_500485_Pc16g06890, uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n8	1.0	Terminal	uniProt_taxonomy_id_500485_PCH_Pc13g13710, uniProt_taxonomy_id_500485_Pc22g17140, uniProt_taxonomy_id_500485_Pc13g05180	uniProt_taxonomy_id_500485_Pc12g02500
OG0000016	uniProt.taxonomy_id_500485	n9	1.0	Terminal	uniProt_taxonomy_id_500485_PCH_Pc13g13710, uniProt_taxonomy_id_500485_Pc22g17140	uniProt_taxonomy_id_500485_Pc13g05180
OG0000016	uniProt.taxonomy_id_500485	n10	1.0	Terminal	uniProt_taxonomy_id_500485_PCH_Pc13g13710	uniProt_taxonomy_id_500485_Pc22g17140
OG0000016	uniProt.taxonomy_id_500485	n11	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03760, uniProt_taxonomy_id_500485_PCH_Pc20g00360, uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940, uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640	uniProt_taxonomy_id_500485_Pc12g08690, uniProt_taxonomy_id_500485_Pc16g06890, uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n12	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03760, uniProt_taxonomy_id_500485_PCH_Pc20g00360	uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940, uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640
OG0000016	uniProt.taxonomy_id_500485	n13	1.0	Terminal	uniProt_taxonomy_id_500485_Pc13g03760	uniProt_taxonomy_id_500485_PCH_Pc20g00360
OG0000016	uniProt.taxonomy_id_500485	n14	1.0	Terminal	uniProt_taxonomy_id_500485_Pc14g00150, uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940	uniProt_taxonomy_id_500485_Pc12g14370, uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640
OG0000016	uniProt.taxonomy_id_500485	n15	1.0	Terminal	uniProt_taxonomy_id_500485_Pc14g00150	uniProt_taxonomy_id_500485_Pc12g05510, uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940
OG0000016	uniProt.taxonomy_id_500485	n16	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g05510	uniProt_taxonomy_id_500485_Pc22g09290, uniProt_taxonomy_id_500485_Pc16g03940
OG0000016	uniProt.taxonomy_id_500485	n17	1.0	Terminal	uniProt_taxonomy_id_500485_Pc22g09290	uniProt_taxonomy_id_500485_Pc16g03940
OG0000016	uniProt.taxonomy_id_500485	n18	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g14370	uniProt_taxonomy_id_500485_PCH_Pc21g04450, uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640
OG0000016	uniProt.taxonomy_id_500485	n19	1.0	Terminal	uniProt_taxonomy_id_500485_PCH_Pc21g04450	uniProt_taxonomy_id_500485_Pc20g14880, uniProt_taxonomy_id_500485_Pc20g06640
OG0000016	uniProt.taxonomy_id_500485	n20	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g14880	uniProt_taxonomy_id_500485_Pc20g06640
OG0000016	uniProt.taxonomy_id_500485	n21	1.0	Terminal	uniProt_taxonomy_id_500485_Pc12g08690	uniProt_taxonomy_id_500485_Pc16g06890, uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n22	1.0	Terminal	uniProt_taxonomy_id_500485_Pc16g06890	uniProt_taxonomy_id_500485_Pc20g04210, uniProt_taxonomy_id_500485_Pc22g16860
OG0000016	uniProt.taxonomy_id_500485	n23	1.0	Terminal	uniProt_taxonomy_id_500485_Pc20g04210	uniProt_taxonomy_id_500485_Pc22g16860
OG0000017	uniProt.taxonomy_id_500485	n0	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g01420	uniProt_taxonomy_id_500485_Pc22g26140, uniProt_taxonomy_id_500485_Pc24g02080, uniProt_taxonomy_id_500485_Pc23g00140, uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220, uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480, uniProt_taxonomy_id_500485_Pc16g15220, uniProt_taxonomy_id_500485_Pc19g00040, uniProt_taxonomy_id_500485_Pc24g02290, uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n1	1.0	Terminal	uniProt_taxonomy_id_500485_Pc22g26140	uniProt_taxonomy_id_500485_Pc24g02080, uniProt_taxonomy_id_500485_Pc23g00140, uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220, uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480, uniProt_taxonomy_id_500485_Pc16g15220, uniProt_taxonomy_id_500485_Pc19g00040, uniProt_taxonomy_id_500485_Pc24g02290, uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n2	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02080, uniProt_taxonomy_id_500485_Pc23g00140	uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220, uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480, uniProt_taxonomy_id_500485_Pc16g15220, uniProt_taxonomy_id_500485_Pc19g00040, uniProt_taxonomy_id_500485_Pc24g02290, uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n3	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02080	uniProt_taxonomy_id_500485_Pc23g00140
OG0000017	uniProt.taxonomy_id_500485	n4	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220, uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480, uniProt_taxonomy_id_500485_Pc16g15220	uniProt_taxonomy_id_500485_Pc19g00040, uniProt_taxonomy_id_500485_Pc24g02290, uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n5	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220, uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480	uniProt_taxonomy_id_500485_Pc16g15220
OG0000017	uniProt.taxonomy_id_500485	n6	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130, uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220	uniProt_taxonomy_id_500485_Pc24g02540, uniProt_taxonomy_id_500485_Pc16g15480
OG0000017	uniProt.taxonomy_id_500485	n7	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00330, uniProt_taxonomy_id_500485_Pc17g01130	uniProt_taxonomy_id_500485_Pc23g00780, uniProt_taxonomy_id_500485_Pc14g02220
OG0000017	uniProt.taxonomy_id_500485	n8	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00330	uniProt_taxonomy_id_500485_Pc17g01130
OG0000017	uniProt.taxonomy_id_500485	n9	1.0	Terminal	uniProt_taxonomy_id_500485_Pc23g00780	uniProt_taxonomy_id_500485_Pc14g02220
OG0000017	uniProt.taxonomy_id_500485	n10	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02540	uniProt_taxonomy_id_500485_Pc16g15480
OG0000017	uniProt.taxonomy_id_500485	n11	1.0	Terminal	uniProt_taxonomy_id_500485_Pc19g00040	uniProt_taxonomy_id_500485_Pc24g02290, uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n12	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02290	uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010, uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n13	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260, uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010	uniProt_taxonomy_id_500485_Pc19g00390, uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n14	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02820, uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260	uniProt_taxonomy_id_500485_Pc24g01850, uniProt_taxonomy_id_500485_Pc16g15010
OG0000017	uniProt.taxonomy_id_500485	n15	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g02820	uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080, uniProt_taxonomy_id_500485_Pc13g01260
OG0000017	uniProt.taxonomy_id_500485	n16	1.0	Terminal	uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010, uniProt_taxonomy_id_500485_Pc20g15080	uniProt_taxonomy_id_500485_Pc13g01260
OG0000017	uniProt.taxonomy_id_500485	n17	1.0	Terminal	uniProt_taxonomy_id_500485_Pc11g00010, uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010	uniProt_taxonomy_id_500485_Pc20g15080
OG0000017	uniProt.taxonomy_id_500485	n18	1.0	Terminal	uniProt_taxonomy_id_500485_Pc11g00010	uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060, uniProt_taxonomy_id_500485_Pc33g00010
OG0000017	uniProt.taxonomy_id_500485	n19	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00460, uniProt_taxonomy_id_500485_Pc15g00060	uniProt_taxonomy_id_500485_Pc33g00010
OG0000017	uniProt.taxonomy_id_500485	n20	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g00460	uniProt_taxonomy_id_500485_Pc15g00060
OG0000017	uniProt.taxonomy_id_500485	n21	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g01850	uniProt_taxonomy_id_500485_Pc16g15010
OG0000017	uniProt.taxonomy_id_500485	n22	1.0	Terminal	uniProt_taxonomy_id_500485_Pc19g00390	uniProt_taxonomy_id_500485_Pc24g01340, uniProt_taxonomy_id_500485_Pc21g00100
OG0000017	uniProt.taxonomy_id_500485	n23	1.0	Terminal	uniProt_taxonomy_id_500485_Pc24g01340	uniProt_taxonomy_id_500485_Pc21g00100
OG0000018	uniProt.taxonomy_id_500485	n0	1.0	Terminal	uniProt_taxonomy_id_500485_Pc22g26440	uniProt_taxonomy_id_500485_Pc16g07130, uniProt_taxonomy_id_500485_Pc16g13850, uniProt_taxonomy_id_500485_Pc13g01040, uniProt_taxonomy_id_500485_Pc21g20060, uniProt_taxonomy_id_500485_Pc22g22720, uniProt_taxonomy_id_500485_Pc16g03660, uniProt_taxonomy_id_500485_Pc12g16110, uniProt_taxonomy_id_500485_Pc12g10160, uniProt_taxonomy_id_500485_Pc22g06120, uniProt_taxonomy_id_500485_Pc16g03080, uniProt_taxonomy_id_500485_Pc22g20550, uniProt_taxonomy_id_500485_Pc12g14730, uniProt_taxonomy_id_500485_Pc16g02190, uniProt_taxonomy_id_500485_Pc21g00930, uniProt_taxonomy_id_500485_Pc13g13640, uniProt_taxonomy_id_500485_Pc21g10040, uniProt_taxonomy_id_500485_Pc22g15840, uniProt_taxonomy_id_500485_Pc16g08610, uniProt_taxonomy_id_500485_Pc12g09120, uniProt_taxonomy_id_500485_Pc22g01800, uniProt_taxonomy_id_500485_Pc12g12920, uniProt_taxonomy_id_500485_Pc12g09680, uniProt_taxonomy_id_500485_Pc06g00240, uniProt_taxonomy_id_500485_Pc20g10670
